duration,intensity,hr_avg,sleep_hrs,stress,rest_days,prev_fatigue,fatigue,recovery
54.93428306022466,4.849745423879393,166.7094833423504,6.670234131979095,6.056178178265954,1,9.062802452420812,4.369461254172853,4.787253624286429
42.23471397657631,2.462068908981691,155.10302223971294,7.119072440404147,2.3331989792103216,1,7.700395509543396,2.042683323776867,7.573154929374819
57.953770762013846,4.441743737786355,197.59096880261973,6.3692068294635575,4.095092966789682,0,1.950785639832177,2.611054024424153,7.511333396131697
75.46059712816052,2.7769866915392036,103.0138944215069,8.073980327216237,1.5005211703214476,0,9.835906160781692,2.3522752071565085,7.523164291099132
40.31693250553328,7.657646470064555,171.48083099467,9.187398817954861,3.727601956016808,0,7.578655373450045,2.8499618423519326,7.072133616557114
40.317260861016386,8.633816181751296,168.6610217600182,4.8858420391784385,6.1912211381604605,0,8.654698986444771,5.787058937452404,4.051264227828239
76.58425631014782,2.5062153268055702,115.66552904932414,8.11415779596338,3.7051034565157215,2,1.4333571025588083,1.5722396355065655,7.995961168127525
60.348694583058176,8.685806451041909,165.178333411829,7.084992342421282,3.3120592282769388,5,5.544648270479509,3.9281065701262854,5.825343699385567
35.610512281300956,5.658036195357216,148.40362407565573,7.670091587950034,5.167490057572183,2,7.287384580543353,4.304978581925741,5.541605545879962
55.85120087171929,4.096959745677117,134.31309350116481,8.188491002511437,7.105431702992265,1,5.886519261146572,2.4573355328228015,7.545236037448123
35.73164614375075,2.538034526933145,119.40161282570001,7.217696341840768,1.3330823478227871,4,6.999827191293497,2.1354538387373827,8.061235333497473
35.68540492859486,5.504369876492925,122.02226371377036,7.3446197198913294,3.6982930428981478,0,8.360866572314253,3.5513066103081856,6.358418244248945
49.839245431320684,7.56160881143524,191.24530239464815,7.1791872486680415,2.107685192706839,1,4.369033566641766,3.7196127528059,5.76555961934789
6.73439510684404,6.949605340866887,140.01707047393705,8.955474302682422,5.867479755123087,0,8.638018080568386,3.697277553193348,5.60368142684726
10.501643349739346,2.3515820802478165,159.55325003828648,8.128139940191245,1.7400719230179442,2,2.4662449428876165,1.0,10.0
33.754249415180546,2.5103128475753245,120.22751545831117,7.830875306606041,5.653654310061712,0,3.4379744952373725,2.365167532480541,7.069924952387177
24.743377593311525,4.82011297842846,120.50367634445902,5.5935724183615765,3.003266095585351,0,1.390110579345932,1.1483852246105046,8.592302274757305
51.28494665190548,4.067033458335603,167.04962023124855,6.932130385180269,2.3924176961605728,4,4.27984130201726,2.3169400209976265,7.941560130259341
26.83951848957578,3.626690261392335,106.2605947112117,8.848003740508762,7.5544679047748975,3,4.419185903417083,3.78004794170955,6.40038236307329
16.75392597329417,3.967031492360995,129.61965580236821,7.556544859685884,1.129672037221691,2,8.247435374865258,2.0189026316587215,8.241530214622065
74.31297537843108,7.624379203078193,140.8506852768058,8.489297204383707,4.064440903226982,3,6.878176032606904,4.869771500939424,4.908869964294488
40.48447399026929,8.504596375422977,142.78431504600132,10.14976770049145,1.1513889472325565,1,4.930503023401,2.4538178732690867,7.665461162050687
46.35056409375848,4.835718861692965,135.5226678745961,9.057909103813225,4.385151336730303,1,6.869025807613734,2.1101525581633043,7.920519273957128
16.505036275730866,8.34277701492748,149.89549452739809,7.639737506549613,4.507331644560928,0,1.4750501546412205,2.3318779559360343,7.512056360293322
34.11234550949635,4.250469908735173,157.32139389544528,6.73351624470641,3.251637299763229,0,2.622443824165385,2.2006835371839233,7.922021333701746
47.21845179419732,5.335058904406541,158.36593863648324,3.6696756059161526,1.9251324426751657,1,6.642530697175795,1.84152382742429,8.686158945951064
21.980128451553945,3.582202984711998,115.35490478330433,7.247422616290721,3.634712764141327,1,6.77230137302772,2.676372665462917,7.31252722281942
52.51396036691344,6.483332295230908,132.89612255178008,7.010981256274726,5.705840579527962,0,7.9672119283668446,3.2724328739719972,6.719793549206216
32.9872262016239,8.852867806223662,169.86907154692344,8.085549291593063,6.476770660511214,1,4.62699783148242,4.0870501886665425,6.44703032877145
